Incident_ID,Incident Date,State,City Or County,Address,# Killed,# Injured,TotalVictim
80284,4-Jan-19,California,Torrance,22501 Hawthorne Blvd,3,4,7
80287,1-Jan-19,South Carolina,Columbia,1709 Decker Blvd,0,5,5
80288,1-Jan-19,Florida,Tallahassee,2020 W Pensacola St,0,5,5
95500,12-Jan-14,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,6
95550,12-Jan-14,Alabama,Huntsville,University Drive,0,5,5
95579,12-Jan-14,Illinois,Elgin,300 block of North Street,0,5,5
97365,16-Jan-14,Utah,Spanish Fork,37 N. 630 West,5,0,5
97407,16-Jan-14,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,2,5,7
98836,21-Jan-14,New Jersey,Newark,Springfield Avenue ,2,3,5
100434,25-Jan-14,Illinois,Chicago,S Union Ave and W 51st St,1,4,5
103698,3-Feb-14,Indiana,Franklin,2100 block of Bridlewood Dr,3,2,5
104721,7-Feb-14,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,5
106394,12-Feb-14,Indiana,Gary,2220 block of Broadway,0,5,5
107403,15-Feb-14,Nevada,Las Vegas,Sahara and Maryland ,0,5,5
107417,16-Feb-14,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,7
107433,16-Feb-14,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,5
107519,16-Feb-14,Texas,Dallas,2600 block of South Harwood Street,1,7,8
107673,16-Feb-14,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,5
108649,20-Feb-14,California,Alturas,300 W 1st St,4,2,6
108659,16-Feb-14,Texas,Fort Worth, 115 NW 25th St.,1,4,5
109957,25-Feb-14,Virginia,Glade Spring,Graceland Lane,5,1,6
111095,1-Mar-14,Pennsylvania,Pittsburgh,Hamilton Avenue,1,4,5
112415,5-Mar-14,South Carolina,Pelzer,Law Street,3,2,5
113214,8-Mar-14,Illinois,Chicago,4900 West Race Ave,0,6,6
113247,9-Mar-14,Texas,Austin, 4900 block of West Race Avenue,0,6,6
113665,27-Jan-14,Washington,Seattle,2nd Avenue South and South Main Street,1,4,5
117914,23-Mar-14,California,San Francisco,Turk and Taylor,0,7,7
120303,30-Mar-14,North Carolina,Charlotte,4300 Sunset Road,0,5,5
120621,30-Mar-14,Mississippi,Starkville,,0,5,5
121031,2-Apr-14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16,20
122136,5-Apr-14,Illinois,Chicago,4300 W Wilcox Street,1,5,6
127045,20-Apr-14,Illinois,Montgomery,1300 block of Jackson St,0,6,6
127413,20-Apr-14,Illinois,Chicago,6600 South Michigan Ave,0,5,5
128871,25-Apr-14,Tennessee,Memphis,2000 Chelsea Avenue,2,3,5
129730,27-Apr-14,New York,Troy,Fourth Street,0,5,5
130232,29-Apr-14,Georgia,Kennesaw,1675 Airport Road,1,6,7
131998,3-May-14,Arkansas,Jonesboro,2201 Moore Rd,4,4,8
134052,10-May-14,Georgia,Decatur,Shamrock Dr,2,3,5
134238,11-May-14,Tennessee,Memphis,2517 Shasta,0,7,7
134823,13-May-14,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,5
135904,18-May-14,Ohio,Sandusky,1643 Cleveland Rd,0,7,7
136163,17-May-14,District of Columbia,Washington,2200 block of Adams Place NE,0,5,5
138282,23-May-14,California,Goleta (Isla Vista),840 Embarcadero Del Norte,4,8,12
140185,23-May-14,Louisiana,New Orleans,6200 block of Eads Street,1,7,8
141382,1-Jun-14,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,6
142076,2-Jun-14,Illinois,Chicago,2660 E. 79th St,0,7,7
142818,3-Jun-14,Georgia,Atlanta,Auburn Avenue,1,4,5
143723,7-Jun-14,South Carolina,Moncks Corner,Tish Lane,1,5,6
144565,8-Jun-14,Alabama,Opp,611 Hardin Street,1,4,5
150299,24-Jun-14,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,9
150344,21-Jun-14,Tennessee,Memphis,2119 East Alcy Road,0,5,5
151475,25-Jun-14,Massachusetts,Lowell,Midland Street,0,5,5
151659,26-Jun-14,Wisconsin,Milwaukee,24th and Locust,0,5,5
152468,29-Jun-14,Louisiana,New Orleans,700 block of Bourbon St,1,9,10
152693,29-Jun-14,California,Los Angeles,1100 block of North Vermont Avenue,1,5,6
152960,28-Jun-14,California,Antioch,5500 Cedar Point Way,0,7,7
154721,5-Jul-14,Indiana,Indianapolis,Broad Ripple Avenue,0,7,7
154803,5-Jul-14,Texas,Houston,1700 Almeda-Genoa,0,6,6
154834,5-Jul-14,Virginia,Norfolk,861 W. 36th Street,0,7,7
154844,4-Jul-14,Virginia,Norfolk,1722 Thurgood Street,0,5,5
154971,5-Jul-14,Oregon,Portland,333 SE 122ND Ave,1,4,5
155943,7-Jul-14,California,San Bernardino,312  E Baseline Street ,1,4,5
156245,9-Jun-14,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,6
156468,8-Jul-14,Rhode Island,Providence,35 March Street,0,5,5
156670,9-Jul-14,Texas,Spring,711 Leaflet Ln,6,1,7
156823,10-May-14,California,Sacramento,3031 Guadalajara Way,1,6,7
156834,2-Jul-14,Pennsylvania,Chester,1400 block of West Congress Street,0,5,5
157857,12-Jul-14,California,Pasadena,1700 block of Summit Avenue,3,2,5
158055,5-Jul-14,Illinois,Centreville,4700 Piggott Avenue,0,5,5
158306,13-Jul-14,Washington,Skyway,12600 Renton Avenue South ,0,5,5
158387,14-Jul-14,California,Sacramento,Fulton Avenue ,1,4,5
158589,13-Jul-14,Connecticut,Stamford,84 West Park Place,0,5,5
161302,21-Jul-14,New Jersey,Irvington,36 Welland Avenue,0,6,6
163874,25-Jul-14,Illinois,Chicago,700 South California Avenue,1,6,7
163930,26-Jul-14,Georgia,Sylvester,Royal Street,0,8,8
164513,26-Jul-14,Maine,Saco,35 Water Street,5,0,5
165089,27-Jul-14,Missouri,Saint Louis,2000 block of East John Avenue,0,5,5
165856,28-Jul-14,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,5
168169,2-Aug-14,Massachusetts,New Bedford,Acushnet Avenue,0,7,7
168307,2-Aug-14,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,6
168551,3-Aug-14,Texas,Humble,3403 FM 1960,0,7,7
168786,3-Aug-14,Missouri,Saint Louis,5200 block of Thekla ,0,5,5
168844,3-Aug-14,Virginia,Culpeper,4400 block of Rixeyville Road,5,0,5
169024,3-Aug-14,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,5
169326,4-Aug-14,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,5
171802,9-Aug-14,Minnesota,Minneapolis,400 3rd Ave N,1,8,9
172180,10-Aug-14,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,7
172205,10-Aug-14,District of Columbia,Washington,50 block of N St SW,0,6,6
172288,10-Aug-14,Georgia,Wrightsville,2455 Idylwild Dr,0,6,6
172304,10-Aug-14,Louisiana,New Orleans,5400 block of Burgundy St,2,5,7
173628,12-Aug-14,Georgia,Cartersville,Brent Cir,2,3,5
175788,16-Aug-14,Utah,Salt Lake City,122 Pierpont Avenue,0,6,6
176329,30-Jul-14,North Carolina,Hope Mills,926 Bramblegate Rd,2,3,5
178425,20-Aug-14,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,5
180007,24-Aug-14,California,San Fernando,1400 block of Celis Street ,3,4,7
183432,31-Aug-14,California,Livermore,200 block of South Q Street ,0,5,5
184507,2-Sep-14,California,Highland,25000 block of Fifth Street ,0,5,5
185196,2-Sep-14,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,5
185393,4-Sep-14,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,5
185430,3-Sep-14,California,Los Angeles,East 27th and Stanford ,0,6,6
186488,6-Sep-14,Georgia,Macon,576 Poplar Street,0,5,5
189562,11-Sep-14,Michigan,Detroit,14000 block of Patton,1,7,8
190599,14-Sep-14,Alaska,Anchorage,225 E Fifth,0,6,6
191416,15-Sep-14,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,5
192851,18-Sep-14,Florida,Bell,NW 30th Street and NW 39th Terrace,8,0,8
197287,27-Sep-14,Missouri,Saint Louis,2000 block East John Avenue,0,5,5
197384,28-Sep-14,Florida,Miami,NW 7th Ave and NW 64th Street,0,15,15
198051,29-Sep-14,South Carolina,Walterboro,29 Sandy Dam Lane,1,7,8
198064,26-Sep-14,South Carolina,Darlington County,600 block of Turner Road,1,4,5
201052,5-Oct-14,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,6
204236,11-Oct-14,New York,Utica,222 Bleecker Street,0,5,5
205726,14-Oct-14,Georgia,Peachtree Corners,6505 Bannor Lane,3,2,5
210363,24-Oct-14,Washington,Marysville,5611 108th St NE,5,1,6
212884,29-Oct-14,Tennessee,Memphis,Yale Road and Ramill Road,0,5,5
217831,8-Nov-14,California,Pomona,499 E. Arrow Highway,0,5,5
221554,16-Nov-14,Ohio,Akron,1891 E Market St,1,4,5
223582,21-Nov-14,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,6
223651,22-Nov-14,Ohio,Cleveland,1443 E 92nd St,4,1,5
223799,22-Nov-14,South Dakota,Sisseton,Fourth Avenue,4,1,5
224131,23-Nov-14,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,5
224746,16-Nov-14,Texas,El Paso,115 S. Durango,0,6,6
225036,26-Nov-14,California,San Francisco,Mission and 13th streets,0,6,6
225903,29-Nov-14,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,5
226018,27-Nov-14,Texas,Georgetown,Pvt Rd 934,2,3,5
226534,30-Nov-14,Tennessee,Chattanooga,2412 East 13th Street ,0,5,5
226983,2-Dec-14,Virginia,Newport News,6128 Jefferson Ave ,0,5,5
227011,2-Dec-14,Missouri,Saint Louis,6000 block of Virginia Avenue,1,5,6
263376,14-Dec-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4,5
263382,13-Dec-14,Florida,Tampa,810 E. Skagway Ave.,0,5,5
263556,15-Dec-14,Pennsylvania,Lansdale,100 block of West 5th St,7,0,7
266424,21-Dec-14,Illinois,Calumet City,600 block of Escanba,1,8,9
267721,22-Dec-14,Illinois,Chicago,5700 block of South Green Street,0,5,5
268910,21-Dec-14,Mississippi,Waynesboro,Central Avenue,1,4,5
272016,1-Jan-15,Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5,5
273535,4-Jan-15,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,6
273965,2-Jan-15,Georgia,Savannah,500 block of W. 54th Street,1,4,5
276766,11-Jan-15,California,San Jose,3840 Monterey Hwy,0,5,5
276845,11-Jan-15,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,7
281039,19-Jan-15,Texas,San Antonio,1000 block of Gibbs St.,2,5,7
282186,22-Dec-14,New York,Webster,191 Lake Road,4,2,6
282956,24-Jan-15,New York,Arverne (Queens),231-11 148th Avenue,4,1,5
283041,24-Jan-15,Nebraska,Omaha,3402 Parker St,3,5,8
283115,23-Jan-15,Massachusetts,Boston,954 Parker Street,0,6,6
287031,1-Feb-15,New York,New York (Manhattan),3345 Broadway,1,4,5
287529,1-Feb-15,New York,Syracuse,1217 West Fayette Street,0,6,6
289146,5-Feb-15,Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3,6
289811,7-Feb-15,Georgia,Douglasville,3640 Willow Tree Circle,5,2,7
290098,6-Feb-15,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,5
290510,8-Feb-15,Tennessee,Friendship,251 Dupree Rd,0,6,6
293883,15-Feb-15,California,Long Beach,200 block of W. 14th Street,0,5,5
296121,22-Feb-15,Georgia,Clarkesville,281 Lower Pond Court,3,2,5
296215,22-Feb-15,Texas,Killeen,1706 Godman St.,4,1,5
298122,26-Feb-15,Missouri,Tyrone,18279 Highway H,8,1,9
298773,13-Jan-15,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,5
299344,1-Mar-15,Michigan,Detroit,9855 Chalmers St,1,5,6
300860,4-Mar-15,California,San Bernardino,190 block of W Club Center Dr,3,4,7
304238,10-Mar-15,Georgia,Columbus,3023 Victory Drive,0,5,5
305907,13-Mar-15,Mississippi,Brookhaven,1097 South First St.,2,3,5
306897,14-Mar-15,Georgia,Atlanta,2900 block of Delmar Lane,0,5,5
308687,17-Mar-15,California,Stockton,748 N Madison St,3,4,7
308728,18-Mar-15,Arizona,Mesa,1504 West Main Street,1,5,6
311348,22-Mar-15,New Mexico,Albuquerque,10140 Lomas NE,1,6,7
311922,23-Mar-15,Tennessee,Clarksville,900 block of Carpenter Street,1,4,5
314044,27-Mar-15,Florida,Panama City Beach,5312 Thomas Drive,0,7,7
316795,2-Apr-15,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,5
318221,5-Apr-15,Kentucky,Louisville,40th and Grand Street,1,4,5
318297,5-Apr-15,Indiana,Indianapolis,5000 block of Wildflower Court,0,5,5
324424,16-Apr-15,Arizona,Phoenix,4300 block of East Anderson Drive,5,0,5
325445,18-Apr-15,Pennsylvania,Williamsport,321 Pine St,0,5,5
326792,21-Apr-15,Texas,Killeen,420 Gilmer St,2,3,5
327341,18-Apr-15,Alabama,Montgomery,1800 block of Gibbs Court,0,5,5
329322,25-Apr-15,New York,Gates,24 Hinchey Rd,1,6,7
330611,27-Apr-15,New York,Brooklyn,1365 Flatbush Ave,2,4,6
332732,1-May-15,Wisconsin,Milwaukee,3700 block of 37th Street,2,3,5
333576,3-May-15,Ohio,Dayton,2801 Germantown Street,1,6,7
333584,3-May-15,Texas,Houston,San Jacinto at Elgin,0,6,6
333750,3-May-15,Wisconsin,Menasha,Friendship Trail,4,1,5
337855,10-May-15,Ohio,Cleveland,3600 block of Bosworth Rd,1,4,5
339229,12-May-15,Arizona,Tucson,800 block of West Calle Medina Road,5,0,5
340280,12-May-15,Maryland,Capitol Heights,4700 block of Pard Rd,1,4,5
341232,16-May-15,Maryland,Baltimore,1700 block of North Broadway,0,5,5
341465,16-May-15,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,5
341622,17-May-15,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,27
342589,18-May-15,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,5
345681,24-May-15,Massachusetts,Brockton,1002 Main St,0,5,5
345749,24-May-15,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,7
346097,25-May-15,Illinois,Decatur,1816 N Water,1,4,5
348620,28-May-15,Illinois,Chicago,6200 block of South Honore Street,0,5,5
349976,31-May-15,Connecticut,New Haven,849 Chapel Street,0,5,5
350182,31-May-15,Georgia,Conyers,4669 Bell Road SE,3,2,5
353037,6-Jun-15,Illinois,Chicago,100 block of North Lorel Avenue,0,5,5
353382,5-Jun-15,Iowa,Davenport,900 block of West 3rd St,0,5,5
353536,6-Jun-15,New York,Buffalo,100 block of Warren Avenue,1,4,5
353854,7-Jun-15,Montana,Deer Lodge,Boulder Creek Road,5,0,5
356065,11-Jun-15,Connecticut,Bridgeport,468 Trumbull Ave,1,8,9
357164,13-Jun-15,Ohio,Columbus,1623 E. Hudson Street,4,1,5
357701,13-Jun-15,New York,Bronx,2409 Creston Avenue,0,5,5
357732,13-Jun-15,Georgia,Fayetteville,600 block of Highway 279,1,4,5
359830,17-Jun-15,South Carolina,Charleston,110 Calhoun Street,9,0,9
361198,20-Jun-15,Pennsylvania,Philadelphia,4100 block of Ogden Street,0,11,11
361212,20-Jun-15,Michigan,Detroit,Dexter and Webb,1,11,12
361708,21-Jun-15,Kentucky,Lexington,726 Georgetown St,1,4,5
361948,22-Jun-15,Pennsylvania,Philadelphia,700 block of East Hilton Street,0,7,7
365391,28-Jun-15,Michigan,Detroit,Gratiot and Loretto,0,5,5
365399,28-Jun-15,Delaware,Harrington,100 block of East St,0,6,6
367099,28-Jun-15,Illinois,Venice,1430 Broadway,0,6,6
368732,5-Jul-15,Indiana,Fort Wayne,1400 block of McCulloch Street,0,9,9
368987,4-Jul-15,Massachusetts,Pittsfield,Dewey Avenue,1,4,5
369014,5-Jul-15,Louisiana,Shreveport,3500 block of Hearne Avenue,0,8,8
373095,12-Jul-15,Illinois,River Forest,116 Lathrop Avenue,2,3,5
373768,13-Jul-15,California,Stockton,400 block of McCloud Avenue,1,4,5
374602,15-Jul-15,Georgia,Atlanta,500 block of Center Hill Avenue,0,5,5
374630,15-Jul-15,South Carolina,Holly Hill,7050 Old State Road,4,1,5
375022,16-Jul-15,Tennessee,Chattanooga,4051 Amnicola Highway,6,2,8
375412,15-Jul-15,Ohio,Cleveland,700 block of Thornhill,0,7,7
375773,16-Jul-15,Texas,Dallas,Singleton and Hampton,0,5,5
376211,17-Jul-15,Illinois,Chicago,4400 block of W. Maypole,0,5,5
376702,18-Jul-15,Oregon,Salem,1550 Weston Ct NE,1,4,5
377047,19-Jul-15,Kentucky,Louisville,2928 W Kentucky St,0,6,6
377878,20-Jul-15,New York,Bronx,E. 153rd St. and the Grand Concourse,0,6,6
379166,22-Jul-15,Georgia,Suwanee,5500 block of Old Atlanta Road,5,0,5
380162,23-Jul-15,Louisiana,Lafayette,3141 Johnson Street,3,9,12
381814,26-Jul-15,Missouri,Kansas City,Thompson and Colorado,2,3,5
382230,22-Jul-15,Missouri,Saint Louis,Fair Ave and Ashland Ave,0,6,6
382413,24-Jul-15,Pennsylvania,Erie,200 block of W 29th St,2,5,7
382459,27-Jul-15,Illinois,Rockford,900 block of Kent Street,0,5,5
385779,2-Aug-15,New York,Brooklyn,Stanley Avenue and Crescent Street,0,9,9
385824,2-Aug-15,Illinois,Chicago,4800 block of West Kamerling Avenue,1,4,5
386066,2-Aug-15,Georgia,Savannah,Barnard Street,0,5,5
386140,2-Aug-15,Maryland,Baltimore,2700 block of Garrison Avenue,0,7,7
387194,3-Aug-15,New York,Brooklyn,98 Dwight Street,0,5,5
389149,4-Aug-15,Missouri,Saint Louis,2500 block of Semple,1,4,5
390526,8-Aug-15,Texas,Houston,2211 Falling Oaks,8,0,8
390774,8-Aug-15,Arkansas,Blytheville,833 Anderson Street,1,11,12
390914,8-Aug-15,North Carolina,Gastonia,4908 Greenwood Drive,2,3,5
390936,18-Jul-15,California,Santa Paula,Ojai-Santa Paula Street,0,5,5
395718,16-Aug-15,South Carolina,Bennettsville,Highway 38N,0,5,5
395844,16-Aug-15,Texas,Fort Worth,3651 Sycamore School Rd,0,6,6
398361,19-Aug-15,New York,Rochester,500 Genesee St,3,4,7
399212,21-Aug-15,North Carolina,Durham,2700 block of Hinson Drive,0,8,8
399367,21-Aug-15,Ohio,Cincinnati,Mathis and Prentice,2,5,7
400091,23-Aug-15,California,Modesto,1100 block of Kansas Avenue,1,7,8
404167,30-Aug-15,Tennessee,Memphis,3300 block of Sobota Circle,1,4,5
404238,29-Aug-15,Tennessee,Bristol,618 Henson Road,3,2,5
409732,7-Sep-15,Indiana,Gary,9300 block of Sunrise,2,4,6
412040,10-Sep-15,Minnesota,Excelsior (Greenwood),Channel Drive,5,0,5
412487,12-Sep-15,New York,Rochester,36 Woodward Street,2,4,6
412529,12-Sep-15,Minnesota,Minneapolis,1st Ave. and N. 5th St.,0,6,6
412557,11-Sep-15,North Carolina,Charlotte,1000 North Carolina Music Factory Blvd.,0,5,5
413001,13-Sep-15,Florida,Ocala,1910 South Pine Avenue,1,5,6
416872,20-Sep-15,Illinois,Chicago,5700 block of South LaSalle,1,5,6
417013,20-Sep-15,Oklahoma,Tulsa,Pine and Yale,0,6,6
418318,17-Sep-15,South Dakota,Geddes,36705 379th Street,6,0,6
419250,23-Sep-15,Louisiana,Shreveport,2900 block of Peach Street,0,5,5
419718,24-Sep-15,Illinois,Chicago,5100 block of South Morgan Street,0,5,5
421014,27-Sep-15,Georgia,Greenville,1140 Hill Haven Road,0,10,10
421650,28-Sep-15,Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5,5
422035,28-Sep-15,Illinois,Chicago,5300 block of South Aberdeen Street,2,3,5
422064,28-Sep-15,Illinois,Chicago,300 block of West 42nd Street,3,2,5
423223,1-Oct-15,Oregon,Roseburg,1140 Umpqua College Rd,10,9,19
424224,2-Oct-15,Maryland,Baltimore,5400 Reisterstown Road,1,4,5
426256,6-Oct-15,Maryland,Baltimore,300 block of North Payson Street,0,5,5
428215,10-Oct-15,Tennessee,Memphis,6135 Mount Moriah Road,0,6,6
432466,17-Oct-15,Florida,Fort Myers,2224 First St,1,4,5
433146,19-Oct-15,Illinois,Calumet City,300 Campbell Avenue,0,6,6
436202,25-Oct-15,North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5,5
436234,25-Oct-15,Arizona,Phoenix,Seventh Street and Broadway,1,4,5
436240,25-Oct-15,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,5
437323,26-Oct-15,Indiana,Evansville,711 E Virginia St,0,5,5
437836,27-Oct-15,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,5
441681,3-Nov-15,Florida,Jacksonville,Ella Street and Kings Road,2,3,5
446996,13-Nov-15,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1,5
448419,15-Nov-15,Texas,Tennessee Colony,800 block of An County Rd 2217,5,0,5
449814,18-Nov-15,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5,5
451305,22-Nov-15,New York,Newburgh,203 Broadway,0,5,5
451495,22-Nov-15,Louisiana,New Orleans,1900 block of Gallier St,0,17,17
452007,23-Nov-15,Ohio,Columbus,90 block of S. Terrace Avenue,4,1,5
452120,23-Nov-15,Minnesota,Minneapolis,Morgan Avenue North,0,5,5
454059,27-Nov-15,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,12
455394,29-Nov-15,Illinois,Kankakee,648 E Court St,0,5,5
456893,2-Dec-15,California,San Bernardino,1365 South Waterman Avenue,16,19,35
460386,6-Dec-15,Nebraska,Omaha,North 108th Street and Military Road,2,3,5
468151,20-Mar-15,Texas,Lancaster,1500 block of Reynolds Street,1,5,6
468787,20-Dec-15,Florida,Miami (Goulds),21630 Southwest 120th Avenue,1,4,5
468968,20-Dec-15,North Carolina,Wilmington,11th and Castle Street,1,4,5
476321,31-Dec-15,Louisiana,New Orleans,1900 block of Amelia Street,0,6,6
